Cliente_ID,Nombre,Pais_Cliente,Ocupacion,Ingreso_Mensual,Nivel_Educativo,Genero,Edad,Estado_Civil,Canal_Adquisicion,Nivel_Satisfaccion,Fecha_Alta,Ciudad_Cliente,Telefono,Email
549540,Amanda Garcia,México,Desempleado,7023.18,Posgrado,,27,Unión Libre,Referido,Bajo,2023-02-04,Lynchport,001-640-096-4501x84165,cathy05@ayala.com
849760,Lindsey Morgan,México,Estudiante,4266.44,Universitario,M,25,Unión Libre,Web,Bajo,2023-02-04,Lake Caitlinfurt,4771759549,vanessayoung@hotmail.com
314154,Samuel James,Brasil,Desempleado,2612.84,Básico,F,70,Divorciado,Campaña,Medio,2023-02-04,Conleymouth,829-530-9152x3449,copelandemily@gmail.com
203413,Maria Clayton,Perú,Independiente,4019.56,Técnico,F,60,Divorciado,Campaña,Alto,2023-02-04,Robertmouth,224-230-3251x0302,baileydavid@jones.info
511350,Spencer Todd,Brasil,Empleado,2460.67,Posgrado,F,28,Divorciado,Campaña,Bajo,2023-02-04,Proctorborough,234.156.3311x14450,lcortez@hotmail.com
226308,Christopher Delgado,Ecuador,Estudiante,2148.39,Básico,M,59,Unión Libre,Tienda,Medio,2023-02-04,North Michael,001-175-259-2330x086,william13@hotmail.com
572931,Diana Martin,Chile,Desempleado,10317.31,Técnico,F,29,Divorciado,Tienda,Medio,2023-02-04,Mendezberg,001-160-093-0020x518,tara48@wagner.info
118416,Wayne Hughes,México,Desempleado,3156.48,,F,56,Unión Libre,Referido,Medio,04/02/2023,Lindabury,(277)319-6646,smithcharles@yahoo.com
810367,Mr. Adam Boyle DDS,España,Desempleado,7743.23,Básico,M,62,Unión Libre,Campaña,Bajo,2023-02-04,Glenview,2471272811,bryan58@clark.com
159598,Brandon Wallace,Brasil,Independiente,7102.76,Técnico,M,43,Soltero,Referido,Medio,2023-02-04,East Brooke,+1-439-550-0987x29978,gomezaustin@yahoo.com
958344,Matthew Black,Perú,Independiente,10632.49,Básico,M,42,Unión Libre,Tienda,Medio,2023-02-05,Christinefurt,327-381-1936,qmorrison@gmail.com
528879,Christina Martin,Estados Unidos,Estudiante,2398.54,Técnico,F,34,Soltero,Web,Medio,2023-02-05,Hicksfort,+1-604-223-7744,ashleyglass@clark-glover.com
398212,Justin Williams,España,Empleado,3008.88,Básico,M,29,Divorciado,Campaña,Bajo,2023-02-05,New Anthonymouth,688-694-4935x285,zachary15@yahoo.com
660258,Cindy Howell,Perú,Independiente,3839.29,Tecnólogo,F,66,Divorciado,Web,Bajo,2023-02-05,West Michelle,+1-022-838-8582x613,brianalexander@parker.info
992210,Allison Richards,Estados Unidos,Empleado,6309.91,,F,48,Unión Libre,Web,Medio,2023-02-05,Josephstad,2801400169,kleinmary@yahoo.com
442336,Walter Parsons,Brasil,Independiente,10581.97,Básico,,53,Unión Libre,Referido,Medio,2023-02-05,North Victorfurt,(095)829-8580,joseph44@harvey-harris.net
860679,Erica Contreras,Brasil,Independiente,1896.67,Universitario,F,50,Soltero,Web,Medio,2023-02-05,North David,(817)666-0803x59554,rgonzalez@adams-curry.org
237639,Leslie Mitchell,Canadá,Independiente,1452.69,Básico,F,69,Divorciado,Web,Medio,2023-02-05,South Jasminefurt,662-055-8498,katrina96@jones.com
439066,Richard Bell,Chile,Empleado,5910.76,Técnico,M,53,Soltero,Campaña,Bajo,2023-02-05,West Michaelfort,001-186-202-7791,salazarpatrick@morales.com
482730,Leslie Moore,México,Estudiante,2900.97,Técnico,M,56,Soltero,Web,Bajo,2023-02-05,Stevenfurt,361.208.1938,smithsamantha@yahoo.com
603432,Heather Cooper,Canadá,Independiente,4917.77,Técnico,M,19,Soltero,Web,Bajo,05/02/2023,New Bobhaven,976-201-3328x887,wjohnson@hotmail.com
302905,Jillian Mendoza,Perú,Desempleado,3829.03,Básico,M,66,Soltero,Tienda,Medio,2023-02-05,West Michaelfort,001-029-318-5912x4407,norrisyvonne@williams.com
229036,Tamara Alvarado,Canadá,Estudiante,3516.84,Universitario,F,56,Divorciado,Referido,Medio,2023-02-05,Ashleyfurt,900-812-8036,jeffrey29@yahoo.com
523421,Christian Lewis,Brasil,Desempleado,10372.7,Básico,,28,Casado,Tienda,Alto,2023-02-05,South Kayla,396.808.9925x6163,jtaylor@yahoo.com
128886,Matthew Adams,México,Desempleado,1350.57,Universitario,M,57,Casado,Web,Medio,2023-02-05,Christinastad,087-060-8523,robertwalker@gmail.com
712730,Kristin Taylor,Estados Unidos,Desempleado,3057.82,Tecnólogo,F,40,Divorciado,Web,Bajo,2023-02-05,Lake Karenmouth,929.261.7060x729,cassie54@hotmail.com
978491,Victoria Fox,Chile,Independiente,11950.66,Tecnólogo,M,35,Unión Libre,Tienda,Alto,2023-02-05,Turnertown,001-256-589-2505,thomas10@yahoo.com
726625,Norma Bennett,Perú,Independiente,4584.35,Tecnólogo,M,59,Divorciado,Campaña,Bajo,2023-02-05,North Patrickshire,(153)244-1916x44744,gatesdarren@garner.biz
653268,Wayne Bond,Chile,Independiente,9544.97,Tecnólogo,M,59,Soltero,Referido,Medio,2023-02-05,South Jennifer,001-697-333-8243x770,williamspeter@yahoo.com
419738,John Anderson,Argentina,Desempleado,11143.06,Técnico,F,40,Divorciado,Campaña,Alto,2023-02-05,Craigport,727-976-4258x3852,martinkaitlyn@petersen-carey.com
108214,Jeffrey Mays,Perú,Empleado,6197.17,Técnico,F,58,Unión Libre,Referido,Bajo,2023-02-05,North Christopherberg,323-326-3342,kwebb@yahoo.com
212886,Tamara Harrington,Perú,Estudiante,2763.24,Tecnólogo,M,42,Unión Libre,Tienda,Medio,2023-02-05,North Laura,+1-568-882-0806,pamelawaters@brown-gregory.org
163125,Daniel Calderon,España,Desempleado,11717.49,Técnico,M,73,Unión Libre,Campaña,Bajo,2023-02-05,Ashleyside,596-825-1465x32831,mmathews@malone.org
713254,Kim Flowers,Colombia,Desempleado,4555.91,,F,24,Unión Libre,Tienda,Bajo,2023-02-05,Haydenborough,+1-495-336-0254,qrosales@mathis-nicholson.com
830566,Mr. Brian Davis,Brasil,Desempleado,10265.77,Universitario,F,43,Casado,Campaña,Medio,06/02/2023,Jamesville,+1-494-501-4949x71022,kliu@miles.com
876436,Elijah Jones,España,Estudiante,2900.17,Tecnólogo,M,43,Casado,Campaña,Alto,06/02/2023,Jonesport,861.082.6138x071,lindarogers@hotmail.com
511894,Gary Drake,Ecuador,Empleado,5020.96,Tecnólogo,M,46,Casado,Referido,Medio,06/02/2023,Lake Cristianside,001-928-816-0761x82026,ashley96@miller.biz
668284,Cheyenne Watson,Colombia,Desempleado,9879.61,,M,47,Unión Libre,Referido,Bajo,2023-02-06,Ellisonstad,0086758679,katherinekeller@cherry-anderson.com
399882,Michael Davis,Chile,Desempleado,8305.63,Posgrado,F,48,Divorciado,Campaña,Alto,2023-02-06,South Brandon,(520)344-3098,wrice@gmail.com
550022,Margaret Mitchell,México,Empleado,10264.1,Posgrado,F,29,Casado,Campaña,Alto,2023-02-06,Russellfort,794-565-6682x47311,johnsmith@hotmail.com
451963,Jonathan Molina,Colombia,Desempleado,4098.83,Universitario,F,73,Unión Libre,Referido,Alto,06/02/2023,Millerfurt,+1-781-443-0335x343,michaela20@vazquez.com
779910,Ryan Bennett,Estados Unidos,Estudiante,5531.48,Posgrado,M,42,Soltero,Campaña,Alto,2023-02-06,Carolside,225-821-7397,trosales@castaneda.com
645281,Kelly Williams,Brasil,Empleado,10733.3,Técnico,M,31,Soltero,Web,Alto,2023-02-06,North Stephanie,3457105506,randy19@morris.biz
941301,Audrey Griffin,Estados Unidos,Estudiante,11510.92,Posgrado,F,45,Divorciado,Web,Bajo,2023-02-06,Normanside,632-713-6523x17919,vgaines@andrews.org
456455,Jonathan Williams,Brasil,Desempleado,10408.54,Tecnólogo,,29,Casado,Web,Alto,2023-02-06,South Anita,335-048-2723x0858,staceychung@yahoo.com
370498,Jeffery Sexton,Colombia,Empleado,1728.69,Posgrado,F,70,Soltero,Web,Bajo,2023-02-06,Port Jasontown,+1-470-538-3991x63525,wherrera@yahoo.com
539064,Robert Becker,Ecuador,Estudiante,9158.28,Técnico,F,18,Unión Libre,Tienda,Medio,2023-02-06,New Caitlyn,0213753416,beltranstephanie@gmail.com
804218,Sheryl Mccann,Brasil,Independiente,4380.52,Técnico,F,30,Casado,Referido,Bajo,2023-02-06,Robertmouth,+1-482-773-0841x7039,tammybraun@yahoo.com
217685,Kathleen Barajas,Chile,Independiente,5365.61,Tecnólogo,F,46,Soltero,Tienda,Alto,2023-02-06,Taylorport,(382)093-2305x3990,michael16@morris-walton.org
618588,Tammy Brewer,España,Estudiante,5568.92,Técnico,,72,Soltero,Campaña,Medio,2023-02-06,Butlerport,001-744-917-0462x6099,jessicaallen@thompson-byrd.org
792957,Patricia Church,Perú,Empleado,1500.12,Básico,M,32,Soltero,Referido,Medio,2023-02-06,Lake Josephfort,001-302-600-7138x858,chrisdaniels@hotmail.com
345384,Tyler Henson,Argentina,Desempleado,6073.79,Tecnólogo,M,58,Divorciado,Tienda,Bajo,2023-02-06,Travisville,503-395-6387,vgrimes@carpenter.com
644246,Thomas Foster,Brasil,Empleado,8705.52,Técnico,M,32,Divorciado,Referido,Medio,06/02/2023,South Alexis,020-316-2934x4689,vjames@evans.com
113781,Destiny Cowan,Chile,Independiente,4183.4,Técnico,F,50,Soltero,Tienda,Bajo,2023-02-06,South Brandy,6064261432,kevinsmith@hotmail.com
351120,Christine Davis,Ecuador,Desempleado,7667.13,Básico,M,24,Divorciado,Tienda,Alto,2023-02-06,New Annabury,001-321-217-8353x85719,kking@yahoo.com
724074,Paul Patton,México,Desempleado,3590.08,Técnico,F,47,Divorciado,Campaña,Medio,2023-02-06,Craigfort,(289)639-1367,jarvispatricia@jennings-martinez.com
826675,Stephen Evans,Chile,Estudiante,2561.44,Posgrado,,63,Casado,Referido,Alto,2023-02-06,Williamsfort,3459130658,andrea66@hotmail.com
693225,Ronald Gonzales,España,Empleado,,Posgrado,F,36,Casado,Campaña,Bajo,2023-02-06,North Davidmouth,5098964359,john16@walsh.com
934023,Raymond Spears,Estados Unidos,Desempleado,3410.77,Básico,M,42,Soltero,Tienda,Medio,2023-02-07,South Jasminefurt,707-735-0184x463,griffinamy@gilbert.com
643574,Deanna Martinez,Brasil,Empleado,3764.8,Básico,M,18,Divorciado,Referido,Bajo,2023-02-07,West Tami,+1-736-633-7962x972,heidiwarren@simpson.info
806066,Austin Martinez,Argentina,Empleado,7641.61,Básico,,73,Soltero,Referido,Bajo,2023-02-07,Brewerville,(366)520-5815x32384,vanessalee@hotmail.com
681239,Adam Jacobs,Argentina,Estudiante,7693.18,Universitario,M,30,Unión Libre,Web,Medio,07/02/2023,Williamsville,001-303-226-8298x52737,martinjohn@hotmail.com
311648,Jacqueline Weiss,Canadá,Estudiante,2410.12,Universitario,F,46,Divorciado,Referido,Alto,2023-02-07,New Kaylaberg,001-812-946-1559x7178,voliver@robinson.com
884392,Alex Taylor,Ecuador,Empleado,8722.93,Técnico,F,21,Unión Libre,Tienda,Alto,07/02/2023,South Pamela,001-713-671-5247x158,usmith@gmail.com
485503,Cindy Hunt,Colombia,Desempleado,3573.82,Básico,M,39,Divorciado,Referido,Medio,07/02/2023,Lake Cristianside,835.691.6106,forbesjonathon@gmail.com
503761,John Chavez,México,Independiente,4402.16,Básico,,55,Casado,Campaña,Alto,2023-02-07,North Brandon,943-215-3874x27451,emeyer@gmail.com
150618,Brandon Peck,Brasil,Estudiante,6067.34,Universitario,F,40,Casado,Campaña,Bajo,2023-02-07,New Jamesburgh,136.999.4243,harrisondaniel@watkins.info
692704,Kevin Watkins,México,Desempleado,10188.78,Posgrado,M,21,Unión Libre,Referido,Alto,2023-02-07,Hurleyfurt,+1-967-616-1790,tara61@fields-clark.net
376540,Adam Rose,España,Desempleado,6693.65,Universitario,M,49,Casado,Referido,Medio,2023-02-07,Port Jasontown,(768)619-9785x9564,anthony83@jackson.com
876410,Traci Gates,Colombia,Estudiante,6839.32,Tecnólogo,M,39,Casado,Referido,Alto,2023-02-07,Smithburgh,001-528-187-0054x790,laurenwashington@stephens.com
402634,Mr. Christopher Bennett MD,Ecuador,Estudiante,10703.49,Universitario,F,48,Divorciado,Referido,Bajo,2023-02-07,Deleonmouth,578.618.8357,adam94@hotmail.com
815434,Tricia Davis,España,Empleado,10174.04,Básico,M,44,Casado,Web,Alto,07/02/2023,Archerchester,5425070433,ysmith@hotmail.com
203379,Jeremy Stout,Perú,Estudiante,4264.45,Tecnólogo,,44,Soltero,Referido,Alto,2023-02-07,New Brandonmouth,955-097-5072x389,ealvarado@lopez.com
294752,Michelle Bell,Canadá,Empleado,10114.56,Técnico,M,28,Casado,Tienda,Bajo,2023-02-07,Lake Rebeccahaven,733.958.5463x12606,jbeck@gmail.com
947084,Paul Rollins,España,Estudiante,6169.37,Tecnólogo,M,47,Soltero,Referido,Bajo,2023-02-07,South Andrewton,(798)225-8798x5030,garciakristine@murphy.biz
817009,Katherine Ryan,Brasil,Desempleado,9674.27,Básico,F,38,Divorciado,Web,Alto,2023-02-07,West Andreatown,849.756.3318,westthomas@yahoo.com
798130,Kathy Wright,Ecuador,Desempleado,7483.76,Tecnólogo,M,68,Divorciado,Campaña,Alto,07/02/2023,Hawkinsland,4110565978,mcole@gmail.com
974824,Victoria Castro,México,Independiente,5185.15,Posgrado,F,23,Unión Libre,Campaña,Alto,2023-02-07,Normanside,+1-995-585-7717,sanchezjeffrey@ramos.com
434607,David Cortez,Canadá,Desempleado,1033.86,Básico,M,33,Divorciado,Campaña,Bajo,2023-02-07,Carolside,+1-821-318-8067x50355,kimberlymills@gmail.com
145511,Laura Hahn,Estados Unidos,Independiente,1016.72,Tecnólogo,F,29,Divorciado,Campaña,Medio,2023-02-07,South William,762-813-1764x90069,elane@gmail.com
790006,Sarah Ramos,México,Independiente,11730.6,,M,62,Casado,Web,Bajo,2023-02-07,West Lindsey,(374)404-0082x475,melvinyork@gmail.com
907602,Roger Miller,Canadá,Empleado,,Técnico,M,40,Divorciado,Campaña,Alto,2023-02-07,Lake Josephfort,(722)554-5176x07169,timothy06@gmail.com
385704,Nicholas King,Canadá,Empleado,3250.34,Posgrado,F,33,Casado,Campaña,Medio,2023-02-08,Conleymouth,763-131-5452x611,sarah66@gmail.com
942479,Denise Heath,Canadá,Independiente,3568.71,Universitario,M,73,Soltero,Campaña,Bajo,2023-02-08,Blakeside,(578)952-7924x654,changchristina@hotmail.com
697893,Jennifer Gallegos,Argentina,Desempleado,,Universitario,M,30,Soltero,Tienda,Medio,2023-02-08,New Rogerfurt,391.248.1860x6549,tiffanyruiz@bush.com
245416,Michael Evans,Argentina,Estudiante,4639.14,Universitario,F,59,Casado,Campaña,Bajo,08/02/2023,Conleymouth,001-763-597-1434x4230,austin19@gmail.com
687237,Madeline Price,Perú,Desempleado,3279.41,Técnico,F,57,Casado,Referido,Medio,2023-02-08,North Christopherberg,(120)566-9564,gabriellewalsh@hudson-cunningham.org
692959,Karen Warren,Perú,Desempleado,3441.9,Tecnólogo,M,24,Soltero,Referido,Alto,2023-02-08,South Kayla,166-471-5810x496,slucas@nelson-nichols.com
644874,Albert Allen,Chile,Empleado,9848.46,Técnico,M,71,Unión Libre,Campaña,Medio,2023-02-08,West Tami,+1-576-805-2706x3137,vanessa94@henderson.org
647610,Dale Miller,Argentina,Estudiante,,Técnico,M,28,Soltero,Tienda,Alto,2023-02-08,New Josephmouth,001-547-006-1673x34009,moralesjulie@yahoo.com
577633,Adam Williams,Canadá,Estudiante,10361.17,Básico,M,49,Divorciado,Web,Alto,2023-02-08,Lake Alexanderfurt,(782)700-4737x4203,ufarrell@davidson-hines.com
102118,Jason Curtis,Ecuador,Desempleado,1852.06,Universitario,F,59,Soltero,Referido,Bajo,2023-02-08,Kyleshire,2451077686,harringtoncarol@pineda.com
180749,Kevin Parker,España,Independiente,,Técnico,M,47,Casado,Web,Alto,2023-02-08,West Lindsey,+1-048-617-4648x78866,cameron33@hotmail.com
707310,Michael Lutz,Argentina,Estudiante,3816.19,Universitario,M,48,Casado,Campaña,Bajo,2023-02-08,South Kayla,903-879-6700x91342,clarkmichelle@barton.com
569277,Jesse Hernandez,España,Estudiante,,Posgrado,F,67,Soltero,Tienda,Bajo,2023-02-08,Christophershire,075-672-5812x0923,lesliewalton@gmail.com
638909,Adrian Morrow,Colombia,Independiente,9746.36,Universitario,M,28,Unión Libre,Tienda,Medio,2023-02-08,Russellside,+1-578-376-3136x232,briannajackson@johnson-johnson.org
885226,Ann Luna,Colombia,Empleado,5678.14,Tecnólogo,F,73,Casado,Referido,Medio,2023-02-08,Ellisonstad,(029)906-6933x294,eadams@gmail.com
712150,Danielle Nunez,México,Empleado,9379.39,Técnico,M,72,Divorciado,Referido,Bajo,2023-02-08,New Jeremy,034.200.0183,banksdarrell@olson.biz
357120,David Webster,Canadá,Desempleado,6765.78,Universitario,F,59,Divorciado,Web,Alto,2023-02-08,Stewartland,001-527-397-2518x96177,erin28@clark-petty.com
844330,Jason Thomas,Argentina,Independiente,3341.57,Básico,F,62,Unión Libre,Campaña,Bajo,2023-02-08,North Christopher,462.068.9543,mary70@white.com
444903,Kayla Hodges,Argentina,Estudiante,2579.22,Técnico,M,41,Unión Libre,Tienda,Bajo,2023-02-08,New Phillipville,462.141.7574x73605,jill71@hotmail.com
334185,Elizabeth Klein,Colombia,Independiente,1822.33,Tecnólogo,M,71,Divorciado,Web,Alto,2023-02-08,New Gloriaview,040-686-1040,jenniferhanson@dennis.com
271507,Mr. Jim Wagner DVM,España,Independiente,6445.54,Tecnólogo,F,44,Casado,Referido,Medio,08/02/2023,Kelleyside,0521164006,lscott@terry-miller.biz
664343,Charles Boyd,Canadá,Estudiante,3602.02,Técnico,F,74,Divorciado,Campaña,Bajo,2023-02-08,New Anthonymouth,365.266.4917x463,uhorn@gmail.com
653158,Mary Brady,Chile,Desempleado,7225.62,Básico,M,65,Soltero,Tienda,Bajo,2023-02-08,Brownland,9491792626,caitlynruiz@burns.info
465745,Mary Nichols,México,Independiente,9999.84,Posgrado,M,62,Unión Libre,Web,Medio,2023-02-08,West Rodneyberg,001-668-117-1333x77876,robertyang@hotmail.com
714153,Michelle Morales,Argentina,Independiente,1898.97,Básico,F,20,Unión Libre,Referido,Alto,2023-02-09,South Brandy,8943249585,michelle36@rogers.com
770128,Matthew Garrison,Perú,Desempleado,4146.17,Básico,F,70,Divorciado,Web,Bajo,2023-02-09,Ellisonstad,0025882354,suzanne80@gmail.com
291952,Stephen Parker,Ecuador,Desempleado,11326.93,Básico,F,57,Divorciado,Referido,Bajo,2023-02-09,Lake Morgan,001-339-871-3523x41995,jacquelinebarron@lynch-spencer.com
954210,Julia Mathis,Perú,Independiente,5947.73,Posgrado,F,23,Casado,Tienda,Bajo,2023-02-09,Oneillland,001-189-568-5629x6321,franciscomiller@gmail.com
674304,Mary Mclaughlin,Ecuador,Empleado,3280.14,,F,64,Casado,Tienda,Alto,2023-02-09,Walshport,+1-096-290-5326x417,stokessteven@mitchell-williams.org
635690,Cody Coleman,Argentina,Desempleado,6970.04,Universitario,M,47,Divorciado,Web,Bajo,09/02/2023,Lake Amy,817.131.0721,diane94@gmail.com
993738,Tiffany Copeland,Canadá,Independiente,6796.5,Técnico,M,22,Soltero,Web,Alto,2023-02-09,South Jamesbury,693.442.3418x16670,sarapena@yahoo.com
908221,Eric Gonzales,Colombia,Independiente,8799.85,Posgrado,F,22,Unión Libre,Referido,Bajo,2023-02-09,Jaredstad,+1-974-527-1038,jasonmedina@gmail.com
472866,Andrea Nguyen,Colombia,Desempleado,2373.27,Tecnólogo,F,74,Casado,Tienda,Alto,2023-02-09,Port Susanview,237.045.5895x50549,michelle85@cobb.biz
127762,Ashley King MD,España,Estudiante,2911.19,Universitario,M,30,Unión Libre,Campaña,Medio,2023-02-09,Woodmouth,550.022.3316x36548,kathryn43@bell.com
497300,Vincent Smith,Argentina,Desempleado,4318.45,Básico,M,62,Casado,Referido,Alto,09/02/2023,New Brandonmouth,(954)604-3481x225,roger82@gmail.com
966996,Nicholas Kane,España,Empleado,2977.75,Posgrado,,74,Unión Libre,Campaña,Alto,2023-02-09,Alexanderview,+1-124-141-2958x30875,michaelhutchinson@yahoo.com
269311,Kimberly Wilcox,Estados Unidos,Empleado,7326.96,Básico,M,60,Unión Libre,Campaña,Medio,2023-02-09,Anthonybury,+1-836-314-0783x4144,ricardo17@howell.info
661048,Kara Ramos,Perú,Desempleado,8283.64,Universitario,M,69,Soltero,Referido,Alto,2023-02-09,South Brandy,(478)242-7814x608,michael93@gmail.com
618820,Randall Marshall,Ecuador,Estudiante,2104.07,Técnico,F,59,Divorciado,Tienda,Bajo,2023-02-09,Tuckerburgh,001-254-175-4466x1649,zmooney@robinson.org
961109,Matthew Williams,Ecuador,Independiente,1526.19,Técnico,F,26,Casado,Campaña,Medio,2023-02-09,New Jasmine,147-348-2138x6120,curtis08@taylor.biz
678283,Christy Cochran,Perú,Desempleado,8529.29,Técnico,M,23,Soltero,Referido,Alto,2023-02-09,Barrettburgh,(223)086-6054,james27@gmail.com
855580,Janet Mahoney,España,Empleado,3192.35,Básico,F,65,Unión Libre,Tienda,Alto,2023-02-09,Debrachester,374-760-5101x239,joseph99@hotmail.com
335543,Rose Bond,Ecuador,Empleado,9576.95,,F,34,Divorciado,Web,Alto,09/02/2023,Archerburgh,863-286-6818,johnsonjeremy@gmail.com
184378,Sara Miller,Canadá,Desempleado,8271.2,Tecnólogo,F,44,Divorciado,Web,Medio,09/02/2023,North Stephanie,454-863-8798x1004,kellymartinez@livingston.com
525691,Morgan Adams,Perú,Desempleado,6840.52,Básico,M,56,Soltero,Tienda,Medio,2023-02-09,New Morgan,001-868-981-6215,deniseschultz@hotmail.com
430030,Meghan Rivas,Ecuador,Desempleado,6451.15,Tecnólogo,M,22,Soltero,Web,Bajo,2023-02-09,Watsonview,302.301.0448x45129,sarahfreeman@hotmail.com
375211,Tiffany Walker,Estados Unidos,Independiente,7612.82,Básico,F,63,Soltero,Campaña,Medio,2023-02-09,Charlotteview,853-098-3210x10159,irocha@hotmail.com
530916,Kelly Lopez,México,Empleado,3722.58,Básico,F,61,Soltero,Tienda,Medio,09/02/2023,Conleymouth,+1-286-912-7067x209,regina56@perez-ingram.net
320543,James Pittman,Perú,Empleado,11450.74,Tecnólogo,M,32,Soltero,Campaña,Bajo,2023-02-10,New Phillipville,112.787.1836,karen67@gmail.com
855598,James Morris,Perú,Desempleado,8401.14,Básico,F,46,Divorciado,Referido,Medio,10/02/2023,New Caitlyn,498-418-9818x53487,gregory92@nelson.com
408654,Jamie Williams,Colombia,Empleado,3248.67,Universitario,F,69,Divorciado,Tienda,Medio,2023-02-10,North Stephanie,+1-040-079-0813,tuckermitchell@brooks.com
502319,Michelle Wells,Canadá,Independiente,3185.98,Básico,,47,Unión Libre,Tienda,Bajo,2023-02-10,North Anthonyville,302-485-8147,sarahlee@collier-malone.biz
616297,Nicholas Pratt,México,Desempleado,4556.27,,F,35,Unión Libre,Web,Medio,2023-02-10,North Elijahbury,335-420-0385,dward@gmail.com
457903,Abigail Sanders,México,Independiente,10956.62,Tecnólogo,M,66,Divorciado,Referido,Alto,2023-02-10,Johnhaven,001-412-334-4901,johnsonryan@moon.com
788238,David Scott,Chile,Empleado,11847.96,Técnico,M,36,Unión Libre,Referido,Bajo,2023-02-10,Charlotteview,577.846.5439x374,hdavis@hotmail.com
664103,Janet Stevens,Canadá,Independiente,3984.31,Posgrado,M,60,Casado,Tienda,Medio,2023-02-10,Byrdbury,445-671-8864x218,nmoore@roth.biz
261760,Robert Barber,Brasil,Estudiante,5160.43,Posgrado,F,24,Divorciado,Campaña,Medio,2023-02-10,South Mary,+1-869-602-6462x3902,isaachorton@meyer.com
118706,Angel Warren,Ecuador,Estudiante,6998.07,Posgrado,M,72,Divorciado,Tienda,Alto,2023-02-10,Turnertown,310.347.0603x4466,richard27@strong.com
498225,Nichole Ayala,Estados Unidos,Desempleado,9854.77,Tecnólogo,F,29,Casado,Web,Alto,2023-02-10,East Melinda,5679861487,louis11@hotmail.com
519529,Christopher Carlson,Estados Unidos,Independiente,5633.09,,M,57,Casado,Tienda,Bajo,2023-02-10,Nicolestad,4491652509,evansdaniel@hotmail.com
161567,Claudia Rodriguez,Estados Unidos,Independiente,11471.29,Posgrado,F,65,Divorciado,Tienda,Medio,2023-02-10,Byrdbury,(477)210-8546x0179,shaneromero@gmail.com
833742,Timothy Evans,México,Empleado,3698.29,,F,22,Casado,Web,Medio,2023-02-10,Lake Alexanderfurt,001-354-922-2036,melissa67@hotmail.com
647758,Jay Webb,Argentina,Independiente,1707.97,Universitario,F,67,Soltero,Tienda,Alto,2023-02-10,East Jasonfurt,(869)430-1327x2763,egaines@gmail.com
427321,Ashley Johnston,Chile,Empleado,11467.62,Posgrado,F,20,Divorciado,Referido,Medio,2023-02-10,Port Jasontown,(656)792-2376x852,petersondavid@myers.com
467225,Austin Lewis,España,Desempleado,11142.38,Posgrado,M,30,Soltero,Web,Bajo,2023-02-10,Lake Laura,001-837-120-0193,iknight@thornton.com
123528,Robert Stevens,Perú,Estudiante,6740.2,Posgrado,M,19,Unión Libre,Referido,Bajo,10/02/2023,North Daniel,001-301-288-1865,zsmith@butler.info
440701,Meghan Martinez,Chile,Estudiante,9149.49,Técnico,M,33,Unión Libre,Referido,Bajo,10/02/2023,Archerchester,(001)889-5243x7945,darrell02@butler.net
960409,Keith Harris,Brasil,Estudiante,6025.11,Básico,M,61,Unión Libre,Tienda,Bajo,2023-02-10,Port Roy,383-569-0836x382,brandon65@hotmail.com
968916,Abigail Harris,México,Estudiante,4603.23,Básico,M,27,Casado,Campaña,Medio,2023-02-10,Lake Allison,+1-113-612-7660x041,thomas11@russell.com
478553,Jack Herrera,España,Desempleado,8431.26,Técnico,M,38,Unión Libre,Campaña,Alto,2023-02-10,South Michael,635.438.0968,smithanthony@hotmail.com
866674,Michelle Berry,Canadá,Desempleado,11675.99,Tecnólogo,M,60,Casado,Campaña,Medio,2023-02-10,Cookbury,836.877.6142x60655,saragarcia@johnson.biz
959677,Candice Warner,México,Desempleado,6966.86,Básico,M,61,Soltero,Referido,Alto,10/02/2023,Mclaughlinbury,(288)323-5962x87372,walteroliver@fox.com
510910,Meredith Rose,México,Desempleado,10005.98,Tecnólogo,F,29,Unión Libre,Campaña,Alto,2023-02-11,Hawkinsland,(572)171-5499x268,jacksongabriel@hotmail.com
396463,Kelly Rodriguez,Argentina,Empleado,5333.04,Posgrado,F,39,Divorciado,Web,Medio,2023-02-11,Thomasview,723.208.2944,theresa28@hotmail.com
679767,Joel Kennedy,Brasil,Desempleado,1468.27,Tecnólogo,M,74,Casado,Campaña,Alto,2023-02-11,Turnertown,499.314.6759,james21@gmail.com
267834,Angela Brooks,Canadá,Independiente,9376.82,Posgrado,F,26,Soltero,Tienda,Alto,2023-02-11,Jamesbury,6894976803,wilsontracey@yahoo.com
833714,Dana Greene,Colombia,Desempleado,9320.54,Universitario,M,59,Divorciado,Web,Medio,2023-02-11,Walshport,8243536145,turnerrobert@miller.com
429283,Christine Macdonald,Argentina,Estudiante,8488.42,,F,19,Soltero,Web,Bajo,2023-02-11,New Phillipville,(853)326-3579,oflores@pierce.com
995175,Melissa Rodriguez,Chile,Empleado,11403.22,Universitario,M,64,Unión Libre,Referido,Medio,2023-02-11,Lake Douglas,977.170.2931x5155,ithompson@yahoo.com
768752,Susan Gonzalez,Canadá,Desempleado,9775.71,Tecnólogo,M,74,Divorciado,Referido,Alto,2023-02-11,Lake Karenmouth,6102460104,nicholasgallagher@yahoo.com
